,source,num_labeled,percent_broken,pretrained,test,val,score
cmapss_two_baseline,2,208.0,0.9,rbm,17.355182647705078,18.56684684753418,1468.661865234375
cmapss_two_baseline,2,208.0,0.9,rbm,17.729623794555664,18.79419708251953,1683.9765625
cmapss_two_baseline,2,208.0,0.9,rbm,16.857860565185547,18.42665672302246,1544.1826171875
cmapss_two_baseline,2,208.0,0.9,rbm,17.12920379638672,18.051513671875,1863.691162109375
cmapss_two_baseline,2,208.0,0.9,rbm,17.249876022338867,18.63628578186035,1581.018798828125
cmapss_two_baseline,2,208.0,0.9,rbm,16.577199935913086,18.21359634399414,1389.093017578125
cmapss_two_baseline,2,208.0,0.9,rbm,17.586498260498047,19.163862228393555,1767.97265625
cmapss_two_baseline,2,4.0,0.4,rbm,27.816911697387695,28.20619773864746,21050.29296875
cmapss_two_baseline,2,4.0,0.4,rbm,34.20149230957031,35.062164306640625,184771.53125
cmapss_two_baseline,2,4.0,0.4,rbm,23.447708129882812,24.093063354492188,7415.14990234375
cmapss_two_baseline,2,4.0,0.4,rbm,29.497886657714844,29.351913452148438,70372.15625
cmapss_two_baseline,2,4.0,0.4,rbm,32.71296691894531,30.820688247680664,151642.84375
cmapss_two_baseline,2,4.0,0.4,rbm,23.267866134643555,25.71895408630371,8207.2705078125
cmapss_two_baseline,2,4.0,0.4,rbm,26.336013793945312,25.410249710083008,35617.046875
cmapss_two_baseline,2,4.0,0.4,rbm,30.964941024780273,28.689617156982422,200891.890625
cmapss_two_baseline,2,4.0,0.4,rbm,24.314102172851562,25.442014694213867,28621.51953125
cmapss_two_baseline,2,4.0,0.4,rbm,21.77763557434082,22.97734260559082,7056.26171875
cmapss_two_baseline,2,20.0,0.4,rbm,22.397750854492188,22.996374130249023,17815.064453125
cmapss_two_baseline,2,20.0,0.4,rbm,23.541278839111328,24.15723991394043,11787.796875
cmapss_two_baseline,2,20.0,0.4,rbm,22.83712387084961,23.32915496826172,16334.3154296875
cmapss_two_baseline,2,20.0,0.4,rbm,22.753522872924805,23.01021385192871,8181.421875
cmapss_two_baseline,2,20.0,0.4,rbm,23.27403450012207,23.74988555908203,14486.5595703125
cmapss_two_baseline,2,20.0,0.4,rbm,21.36824607849121,22.489004135131836,5139.79833984375
